date,open,high,low,close,volume
2025-01-01,3560.0,3586.949951171875,3536.550048828125,3561.0,241116
2025-01-02,3564.949951171875,3635.0,3550.25,3611.10009765625,566194
2025-01-03,3840.0,4165.89990234375,3820.0,4025.199951171875,9284385
2025-01-06,4025.199951171875,4061.75,3920.10009765625,3934.75,889155
2025-01-07,3934.0,3958.949951171875,3820.0,3830.300048828125,672094
2025-01-08,3857.0,3873.949951171875,3761.800048828125,3843.0,849681
2025-01-09,3853.5,3860.0,3790.10009765625,3813.800048828125,727974
2025-01-10,3837.800048828125,3837.800048828125,3666.64990234375,3686.25,902001
2025-01-13,3501.0,3643.949951171875,3469.949951171875,3507.449951171875,2952386
2025-01-14,3529.949951171875,3538.949951171875,3443.0,3476.5,746217
2025-01-15,3500.050048828125,3578.949951171875,3476.5,3568.449951171875,744961
2025-01-16,3570.0,3643.300048828125,3570.0,3600.949951171875,395260
2025-01-17,3610.0,3649.949951171875,3580.949951171875,3620.64990234375,244753
2025-01-20,3624.0,3640.0,3598.0,3614.699951171875,195566
2025-01-21,3614.699951171875,3630.0,3547.35009765625,3587.800048828125,211130
2025-01-22,3604.0,3619.0,3524.5,3561.60009765625,320915
2025-01-23,3555.0,3609.800048828125,3530.0,3598.35009765625,263606
2025-01-24,3598.0,3608.5,3535.0,3579.949951171875,288983
2025-01-27,3565.0,3565.0,3507.0,3532.949951171875,387420
2025-01-28,3540.199951171875,3595.0,3495.300048828125,3559.300048828125,490412
2025-01-29,3555.800048828125,3586.199951171875,3540.949951171875,3568.10009765625,387658
2025-01-30,3572.050048828125,3585.0,3553.60009765625,3575.39990234375,325453
2025-01-31,3575.0,3703.699951171875,3570.0,3664.64990234375,339017
2025-02-01,3670.0,4084.699951171875,3633.0,4023.75,3123773
2025-02-03,3899.949951171875,4090.0,3859.300048828125,3947.85009765625,1842880
2025-02-04,3954.949951171875,4017.64990234375,3890.0,3919.85009765625,770272
2025-02-05,3910.0,4015.0,3841.0,3865.699951171875,693767
2025-02-06,3905.0,3905.0,3724.050048828125,3748.449951171875,400410
2025-02-07,3750.0,3764.10009765625,3695.39990234375,3743.5,301644
2025-02-10,3756.60009765625,3813.0,3693.050048828125,3722.050048828125,428010
2025-02-11,3724.800048828125,3749.60009765625,3663.0,3682.699951171875,315000
2025-02-12,3681.5,3699.89990234375,3585.0,3689.89990234375,478915
2025-02-13,3698.89990234375,3722.300048828125,3659.0,3696.5,243492
2025-02-14,3706.0,3755.10009765625,3636.85009765625,3682.64990234375,286886
2025-02-17,3645.050048828125,3683.0,3596.60009765625,3621.5,571642
2025-02-18,3630.0,3705.949951171875,3606.25,3676.60009765625,372638
2025-02-19,3674.300048828125,3713.949951171875,3627.449951171875,3685.0,265834
2025-02-20,3687.0,3709.0,3615.0,3623.800048828125,552762
2025-02-21,3630.0,3663.0,3569.5,3596.699951171875,532244
2025-02-24,3589.800048828125,3611.39990234375,3555.550048828125,3570.89990234375,370764
2025-02-25,3557.0,3571.0,3516.64990234375,3530.75,375510
2025-02-27,3556.0,3575.0,3492.050048828125,3507.199951171875,469275
2025-02-28,3507.0,3532.550048828125,3391.0,3403.949951171875,799598
2025-03-03,3425.0,3472.0,3340.0,3453.199951171875,807297
2025-03-04,3429.699951171875,3460.0,3400.0,3408.39990234375,637407
2025-03-05,3408.39990234375,3505.0,3408.39990234375,3474.5,417930
2025-03-06,3505.0,3552.0,3475.0,3540.5,797590
2025-03-07,3568.0,3636.300048828125,3549.949951171875,3593.60009765625,681832
2025-03-10,3600.0,3624.949951171875,3548.199951171875,3603.75,327825
2025-03-11,3586.949951171875,3639.89990234375,3551.550048828125,3631.64990234375,255758
2025-03-12,3655.25,3685.0,3622.449951171875,3674.199951171875,265757
2025-03-13,3681.0,3877.050048828125,3670.0,3797.10009765625,2325270
2025-03-17,3797.10009765625,3832.35009765625,3788.10009765625,3825.300048828125,425089
2025-03-18,3825.300048828125,3825.300048828125,3825.300048828125,3825.300048828125,0
2025-03-19,3850.0,3860.0,3795.0,3845.199951171875,285707
2025-03-20,3864.39990234375,3904.75,3831.14990234375,3884.39990234375,267764
2025-03-21,3890.0,3948.800048828125,3871.85009765625,3892.199951171875,431562
2025-03-24,3900.0,3948.949951171875,3890.0,3905.10009765625,209015
