date,open,high,low,close,volume,split_ratio
2021-03-30,248.75,253.1125030517578,199.0,199.0,59933936,0.0
2021-03-31,186.25,195.1000061035156,179.0,183.2875061035156,28487320,0.0
2021-04-01,188.1374969482422,217.3000030517578,187.3812561035156,208.8374938964844,28184712,0.0
2021-04-05,206.25,214.125,201.375,206.3874969482422,7894416,0.0
2021-04-06,208.625,210.0,203.25,204.3937530517578,3021008,0.0
2021-04-07,205.25,209.8625030517578,204.0249938964844,206.1812438964844,2809848,0.0
2021-04-08,207.59375,209.5,204.1187438964844,204.9125061035156,2871128,0.0
2021-04-09,205.625,206.6187438964844,200.25,201.6625061035156,2146392,0.0
2021-04-12,196.625,196.875,181.9437561035156,186.71875,2960280,0.0
2021-04-13,191.5,208.125,190.09375,204.8937530517578,4322160,0.0
2021-04-15,203.75,208.25,200.7624969482422,202.0687561035156,2375832,0.0
2021-04-16,202.875,205.875,200.6875,202.1937561035156,1787952,0.0
2021-04-19,186.25,199.2437438964844,186.25,195.3374938964844,1217880,0.0
2021-04-20,199.375,202.5,196.2624969482422,197.28125,1025200,0.0
2021-04-22,197.0,205.875,195.0062561035156,201.1374969482422,1923544,0.0
2021-04-23,211.25,216.2312469482422,205.0,211.2312469482422,5372992,0.0
2021-04-26,213.75,215.2437438964844,209.375,211.6812438964844,3277904,0.0
2021-04-27,211.25,212.6062469482422,210.0,210.7937469482422,1561592,0.0
2021-04-28,211.25,229.5,210.625,223.7375030517578,8158920,0.0
2021-04-29,225.375,226.75,218.0,218.6875,2192584,0.0
2021-04-30,215.0,222.75,215.0,217.09375,2068184,0.0
2021-05-03,215.0,230.5,214.3812561035156,228.2624969482422,3537888,0.0
2021-05-04,230.09375,237.125,222.0062561035156,224.0437469482422,3890248,0.0
2021-05-05,225.8374938964844,227.375,221.3999938964844,223.6687469482422,1192480,0.0
2021-05-06,224.75,226.65625,219.75,221.4937438964844,1118104,0.0
2021-05-07,222.9624938964844,225.3812561035156,215.0062561035156,215.8937530517578,1405184,0.0
2021-05-10,217.25,220.375,212.25,212.8812561035156,1961384,0.0
2021-05-11,212.5,218.625,210.4437561035156,215.5562438964844,1755904,0.0
2021-05-12,215.5874938964844,219.375,214.7312469482422,215.6499938964844,1212432,0.0
2021-05-14,216.125,216.9937438964844,206.6374969482422,208.7749938964844,2077128,0.0
2021-05-17,210.3374938964844,211.125,207.0,208.3062438964844,863552,0.0
2021-05-18,209.8687438964844,213.7437438964844,207.625,208.9499969482422,1368032,0.0
2021-05-19,209.1875,212.3500061035156,208.125,208.5625,643328,0.0
2021-05-20,209.625,212.3687438964844,207.75,208.1875,672736,0.0
2021-05-21,209.3374938964844,209.9624938964844,206.375,207.4187469482422,643216,0.0
2021-05-24,208.0874938964844,209.375,205.125,205.9875030517578,1641184,0.0
2021-05-25,206.8374938964844,207.5,205.2124938964844,206.0749969482422,984496,0.0
2021-05-26,207.0625,225.2937469482422,207.0625,220.5812530517578,6344392,0.0
2021-05-27,222.3500061035156,223.8625030517578,218.7562561035156,220.8000030517578,1805280,0.0
2021-05-28,222.5,222.7437438964844,213.75,215.3500061035156,1817472,0.0
2021-05-31,210.625,216.9125061035156,205.125,213.1750030517578,3863304,0.0
2021-06-01,214.125,219.7437438964844,211.25,211.9312438964844,2552280,0.0
2021-06-02,212.75,215.78125,211.25,214.3374938964844,965744,0.0
2021-06-03,215.2437438964844,216.8625030517578,211.3874969482422,212.4312438964844,1463864,0.0
2021-06-04,212.4312438964844,213.7375030517578,208.90625,209.9624938964844,1374328,0.0
2021-06-07,211.25,211.75,206.2687530517578,207.3125,1603440,0.0
2021-06-08,208.4624938964844,209.75,206.3874969482422,207.3125,1555768,0.0
2021-06-09,208.75,218.5,205.2437438964844,210.9937438964844,5487784,0.0
2021-06-10,216.875,218.875,214.0124969482422,215.0249938964844,2188400,0.0
2021-06-11,217.5,218.375,213.96875,215.7749938964844,1212000,0.0
2021-06-14,216.625,216.625,209.625,211.3374938964844,1647640,0.0
2021-06-15,212.4812469482422,212.8874969482422,209.375,209.8937530517578,1082776,0.0
2021-06-16,210.0,211.4937438964844,206.25,207.8687438964844,1357528,0.0
2021-06-17,207.0,211.875,206.5,207.8000030517578,1852952,0.0
2021-06-18,206.25,206.25,182.7437438964844,189.71875,9821760,0.0
2021-06-21,186.375,195.0,183.8125,192.2562561035156,1975648,0.0
2021-06-22,193.9875030517578,194.7250061035156,188.25,188.75,1231472,0.0
2021-06-23,190.4312438964844,191.6000061035156,187.5249938964844,188.0749969482422,844256,0.0
2021-06-24,186.8125,191.8625030517578,186.8125,189.3625030517578,828904,0.0
2021-06-25,189.9250030517578,191.3625030517578,189.625,190.2250061035156,650400,0.0
2021-06-28,191.0,197.125,189.3812561035156,194.8687438964844,1635784,0.0
2021-06-29,194.75,196.2437438964844,191.625,192.5187530517578,549232,0.0
2021-06-30,190.625,192.9750061035156,188.75,189.3687438964844,808480,0.0
2021-07-01,190.0,194.0,189.0,190.9875030517578,703136,0.0
2021-07-02,192.0,209.9375,191.40625,207.6499938964844,7611896,0.0
2021-07-05,209.375,221.8125,206.8937530517578,216.8187561035156,8395832,0.0
2021-07-06,217.8500061035156,221.8374938964844,215.1312561035156,217.1999969482422,3863984,0.0
2021-07-07,217.25,217.75,210.75,212.0249938964844,1546984,0.0
2021-07-08,213.0874938964844,228.75,208.9375,223.7562561035156,6753920,0.0
2021-07-09,220.5,232.9937438964844,220.0062561035156,224.5,7805360,0.0
2021-07-12,223.75,233.375,222.0,228.5437469482422,4257648,0.0
2021-07-13,230.5874938964844,230.7312469482422,225.0,225.7875061035156,1317800,0.0
2021-07-14,226.4250030517578,232.375,225.2624969482422,228.3500061035156,2564928,0.0
2021-07-15,229.375,237.25,228.1374969482422,233.3374938964844,4958856,0.0
2021-07-16,235.4875030517578,248.5,233.25,240.3187561035156,8649912,0.0
2021-07-19,237.625,246.625,237.3687438964844,240.125,3189312,0.0
2021-07-20,240.875,242.1999969482422,229.15625,231.5375061035156,2414616,0.0
2021-07-22,233.75,237.0124969482422,230.25,231.9562530517578,1153216,0.0
2021-07-23,233.1125030517578,240.625,230.0062561035156,237.3187561035156,2936816,0.0
2021-07-26,237.4624938964844,237.4624938964844,229.875,230.8500061035156,1195152,0.0
2021-07-27,232.0874938964844,234.875,225.6937561035156,227.6812438964844,1344024,0.0
2021-07-28,228.0874938964844,233.0375061035156,220.1312561035156,228.9125061035156,1636896,0.0
2021-07-29,230.125,233.125,226.9624938964844,229.3937530517578,923120,0.0
2021-07-30,230.625,235.0,229.5,231.9187469482422,928928,0.0
2021-08-02,237.5,243.75,234.5,235.34375,3185384,0.0
2021-08-03,236.4624938964844,238.125,233.25,236.7749938964844,921520,0.0
2021-08-04,242.5,243.75,233.125,236.53125,1838056,0.0
2021-08-05,235.5,235.5,227.25,228.6062469482422,867936,0.0
2021-08-06,228.0,228.0,222.75,223.7250061035156,1357216,0.0
2021-08-09,223.5,225.7375030517578,215.0,216.1875,1187128,0.0
2021-08-10,216.8374938964844,222.1062469482422,206.875,207.875,1652320,0.0
2021-08-11,209.25,211.7312469482422,197.9499969482422,205.3874969482422,1727336,0.0
2021-08-12,206.4624938964844,211.3937530517578,205.625,208.0562438964844,854168,0.0
2021-08-13,209.125,213.7375030517578,207.7562561035156,209.9562530517578,765712,0.0
2021-08-16,210.6750030517578,211.0375061035156,207.0,207.8125,397232,0.0
2021-08-17,206.5375061035156,210.25,205.7562561035156,208.125,608464,0.0
2021-08-18,208.625,208.75,202.125,206.3374938964844,868552,0.0
2021-08-20,203.25,209.875,203.25,205.7937469482422,797728,0.0
2021-08-23,207.5,207.75,195.125,196.6937561035156,883984,0.0
2021-08-24,196.875,205.0,196.875,199.1750030517578,527160,0.0
2021-08-25,200.4624938964844,201.8374938964844,197.5,198.1625061035156,473848,0.0
2021-08-26,200.8125,213.125,200.8125,210.9875030517578,2808608,0.0
2021-08-27,213.5874938964844,219.0500030517578,209.25,214.1187438964844,1708344,0.0
2021-08-30,221.0874938964844,229.75,219.0,227.15625,5304320,0.0
2021-08-31,227.6374969482422,230.5,222.625,229.6062469482422,2145248,0.0
2021-09-01,229.5,230.0,223.75,224.2749938964844,755184,0.0
2021-09-02,225.5687561035156,232.875,225.3937530517578,229.84375,1676648,0.0
2021-09-03,231.4624938964844,232.3937530517578,225.0,227.0,956760,0.0
2021-09-06,228.375,236.0,227.625,232.0249938964844,1527416,0.0
2021-09-07,235.2124938964844,236.25,226.0062561035156,228.0812530517578,1150952,0.0
2021-09-08,228.375,229.0500030517578,224.75,226.9312438964844,626816,0.0
