date,open,high,low,close,volume
2021-01-01,2400.0,2450.0,2380.0,2420.0,208213
2021-01-04,2400.110926234054,2450.110926234054,2380.110926234054,2420.110926234054,122955
2021-01-05,2400.221852468109,2450.221852468109,2380.221852468109,2420.221852468109,335959
2021-01-06,2400.332778702163,2450.332778702163,2380.332778702163,2420.332778702163,291141
2021-01-07,2400.4437049362173,2450.4437049362173,2380.4437049362173,2420.4437049362173,416161
2021-01-08,2400.554631170272,2450.554631170272,2380.554631170272,2420.554631170272,313455
2021-01-11,2400.665557404326,2450.665557404326,2380.665557404326,2420.665557404326,182091
2021-01-12,2400.7764836383803,2450.7764836383803,2380.7764836383803,2420.7764836383803,334416
2021-01-13,2400.887409872435,2450.887409872435,2380.887409872435,2420.887409872435,411729
2021-01-14,2400.998336106489,2450.998336106489,2380.998336106489,2420.998336106489,275640
2021-01-15,2401.1092623405434,2451.1092623405434,2381.1092623405434,2421.1092623405434,431152
2021-01-18,2401.220188574598,2451.220188574598,2381.220188574598,2421.220188574598,439882
2021-01-19,2401.3311148086523,2451.3311148086523,2381.3311148086523,2421.3311148086523,215904
2021-01-20,2401.4420410427065,2451.4420410427065,2381.4420410427065,2421.4420410427065,317851
2021-01-21,2401.552967276761,2451.552967276761,2381.552967276761,2421.552967276761,114107
2021-01-22,2401.6638935108153,2451.6638935108153,2381.6638935108153,2421.6638935108153,338900
2021-01-25,2401.7748197448695,2451.7748197448695,2381.7748197448695,2421.7748197448695,161806
2021-01-26,2401.885745978924,2451.885745978924,2381.885745978924,2421.885745978924,447229
2021-01-27,2401.9966722129784,2451.9966722129784,2381.9966722129784,2421.9966722129784,152534
2021-01-28,2402.1075984470326,2452.1075984470326,2382.1075984470326,2422.1075984470326,164938
2021-01-29,2402.2185246810873,2452.2185246810873,2382.2185246810873,2422.2185246810873,356182
2021-02-01,2402.3294509151415,2452.3294509151415,2382.3294509151415,2422.3294509151415,499901
2021-02-02,2402.4403771491957,2452.4403771491957,2382.4403771491957,2422.4403771491957,288160
2021-02-03,2402.5513033832503,2452.5513033832503,2382.5513033832503,2422.5513033832503,222406
2021-02-04,2402.6622296173045,2452.6622296173045,2382.6622296173045,2422.6622296173045,156873
2021-02-05,2402.7731558513588,2452.7731558513588,2382.7731558513588,2422.7731558513588,407102
2021-02-08,2402.8840820854134,2452.8840820854134,2382.8840820854134,2422.8840820854134,140268
2021-02-09,2402.9950083194676,2452.9950083194676,2382.9950083194676,2422.9950083194676,416069
2021-02-10,2403.105934553522,2453.105934553522,2383.105934553522,2423.105934553522,179506
2021-02-11,2403.2168607875765,2453.2168607875765,2383.2168607875765,2423.2168607875765,161173
2021-02-12,2403.3277870216307,2453.3277870216307,2383.3277870216307,2423.3277870216307,287001
2021-02-15,2403.438713255685,2453.438713255685,2383.438713255685,2423.438713255685,414526
2021-02-16,2403.5496394897395,2453.5496394897395,2383.5496394897395,2423.5496394897395,482150
2021-02-17,2403.6605657237938,2453.6605657237938,2383.6605657237938,2423.6605657237938,401733
2021-02-18,2403.771491957848,2453.771491957848,2383.771491957848,2423.771491957848,199276
2021-02-19,2403.882418191902,2453.882418191902,2383.882418191902,2423.882418191902,119745
2021-02-22,2403.993344425957,2453.993344425957,2383.993344425957,2423.993344425957,222099
2021-02-23,2404.104270660011,2454.104270660011,2384.104270660011,2424.104270660011,222593
2021-02-24,2404.2151968940652,2454.2151968940652,2384.2151968940652,2424.2151968940652,470425
2021-02-25,2404.32612312812,2454.32612312812,2384.32612312812,2424.32612312812,467991
2021-02-26,2404.437049362174,2454.437049362174,2384.437049362174,2424.437049362174,252883
2021-03-01,2404.5479755962283,2454.5479755962283,2384.5479755962283,2424.5479755962283,167986
2021-03-02,2404.658901830283,2454.658901830283,2384.658901830283,2424.658901830283,365991
2021-03-03,2404.769828064337,2454.769828064337,2384.769828064337,2424.769828064337,160733
2021-03-04,2404.8807542983914,2454.8807542983914,2384.8807542983914,2424.8807542983914,271544
2021-03-05,2404.991680532446,2454.991680532446,2384.991680532446,2424.991680532446,261584
2021-03-08,2405.1026067665002,2455.1026067665002,2385.1026067665002,2425.1026067665002,185070
2021-03-09,2405.2135330005544,2455.2135330005544,2385.2135330005544,2425.2135330005544,270302
2021-03-10,2405.324459234609,2455.324459234609,2385.324459234609,2425.324459234609,292850
2021-03-11,2405.4353854686633,2455.4353854686633,2385.4353854686633,2425.4353854686633,362371
2021-03-12,2405.5463117027175,2455.5463117027175,2385.5463117027175,2425.5463117027175,355375
2021-03-15,2405.657237936772,2455.657237936772,2385.657237936772,2425.657237936772,469384
2021-03-16,2405.7681641708264,2455.7681641708264,2385.7681641708264,2425.7681641708264,136834
2021-03-17,2405.8790904048806,2455.8790904048806,2385.8790904048806,2425.8790904048806,143543
2021-03-18,2405.9900166389352,2455.9900166389352,2385.9900166389352,2425.9900166389352,210477
2021-03-19,2406.1009428729894,2456.1009428729894,2386.1009428729894,2426.1009428729894,233553
2021-03-22,2406.2118691070436,2456.2118691070436,2386.2118691070436,2426.2118691070436,357554
2021-03-23,2406.3227953410983,2456.3227953410983,2386.3227953410983,2426.3227953410983,424318
2021-03-24,2406.4337215751525,2456.4337215751525,2386.4337215751525,2426.4337215751525,205449
2021-03-25,2406.5446478092067,2456.5446478092067,2386.5446478092067,2426.5446478092067,265533
2021-03-26,2406.6555740432614,2456.6555740432614,2386.6555740432614,2426.6555740432614,458583
2021-03-29,2406.7665002773156,2456.7665002773156,2386.7665002773156,2426.7665002773156,225911
2021-03-30,2406.87742651137,2456.87742651137,2386.87742651137,2426.87742651137,130079
2021-03-31,2406.9883527454244,2456.9883527454244,2386.9883527454244,2426.9883527454244,140721
2021-04-01,2407.0992789794786,2457.0992789794786,2387.0992789794786,2427.0992789794786,242166
2021-04-02,2407.210205213533,2457.210205213533,2387.210205213533,2427.210205213533,441389
2021-04-05,2407.3211314475875,2457.3211314475875,2387.3211314475875,2427.3211314475875,301974
2021-04-06,2407.4320576816417,2457.4320576816417,2387.4320576816417,2427.4320576816417,280471
2021-04-07,2407.542983915696,2457.542983915696,2387.542983915696,2427.542983915696,182358
2021-04-08,2407.6539101497506,2457.6539101497506,2387.6539101497506,2427.6539101497506,453054
2021-04-09,2407.764836383805,2457.764836383805,2387.764836383805,2427.764836383805,403913
2021-04-12,2407.875762617859,2457.875762617859,2387.875762617859,2427.875762617859,165180
2021-04-13,2407.9866888519136,2457.9866888519136,2387.9866888519136,2427.9866888519136,483331
2021-04-14,2408.097615085968,2458.097615085968,2388.097615085968,2428.097615085968,130835
2021-04-15,2408.208541320022,2458.208541320022,2388.208541320022,2428.208541320022,107620
2021-04-16,2408.3194675540767,2458.3194675540767,2388.3194675540767,2428.3194675540767,111170
2021-04-19,2408.430393788131,2458.430393788131,2388.430393788131,2428.430393788131,367680
2021-04-20,2408.541320022185,2458.541320022185,2388.541320022185,2428.541320022185,103626
2021-04-21,2408.65224625624,2458.65224625624,2388.65224625624,2428.65224625624,414607
2021-04-22,2408.763172490294,2458.763172490294,2388.763172490294,2428.763172490294,405763
2021-04-23,2408.874098724348,2458.874098724348,2388.874098724348,2428.874098724348,215327
2021-04-26,2408.985024958403,2458.985024958403,2388.985024958403,2428.985024958403,476679
2021-04-27,2409.095951192457,2459.095951192457,2389.095951192457,2429.095951192457,457430
2021-04-28,2409.2068774265113,2459.2068774265113,2389.2068774265113,2429.2068774265113,257775
2021-04-29,2409.317803660566,2459.317803660566,2389.317803660566,2429.317803660566,165223
2021-04-30,2409.42872989462,2459.42872989462,2389.42872989462,2429.42872989462,331893
2021-05-03,2409.5396561286743,2459.5396561286743,2389.5396561286743,2429.5396561286743,413277
2021-05-04,2409.650582362729,2459.650582362729,2389.650582362729,2429.650582362729,374390
2021-05-05,2409.761508596783,2459.761508596783,2389.761508596783,2429.761508596783,449182
2021-05-06,2409.8724348308374,2459.8724348308374,2389.8724348308374,2429.8724348308374,417343
2021-05-07,2409.983361064892,2459.983361064892,2389.983361064892,2429.983361064892,459608
